seed, good, bad, neutral, selection, success
2568,0,9,0,Eco-EA,0
3582,4,1,0,Tournament,0
2978,3,4,0,Lexicase,0
2340,3,2,0,Eco-EA,0
2230,4,5,0,Eco-EA,1
2337,3,2,0,Eco-EA,0
3414,7,0,0,Tournament,0
2733,7,2,0,Lexicase,0
3962,0,1,0,Tournament,0
2991,3,2,0,Lexicase,0
3122,1,8,0,Lexicase,0
3247,0,7,0,Lexicase,0
3119,1,9,0,Lexicase,0
2092,7,0,0,Eco-EA,1
3898,0,8,0,Tournament,0
2056,8,0,0,Eco-EA,1
2705,8,1,0,Lexicase,0
3687,2,8,0,Tournament,0
3576,4,2,0,Tournament,0
2210,5,0,0,Eco-EA,1
2611,0,4,0,Eco-EA,0
3289,0,3,0,Lexicase,0
3863,1,0,0,Tournament,0
2267,4,1,0,Eco-EA,1
3941,0,3,0,Tournament,0
2922,4,1,0,Lexicase,0
3283,0,3,0,Lexicase,0
2594,0,6,0,Eco-EA,0
2955,3,6,0,Lexicase,0
3869,1,0,0,Tournament,0
2477,1,7,0,Eco-EA,0
3676,3,0,0,Tournament,0
2928,4,1,0,Lexicase,0
2098,7,0,0,Eco-EA,1
3892,0,8,0,Tournament,0
2546,1,0,0,Eco-EA,0
3076,2,3,0,Lexicase,0
2880,4,6,0,Lexicase,0
2627,0,3,0,Eco-EA,0
3544,4,5,0,Tournament,0
3791,1,7,0,Tournament,0
3302,0,1,0,Lexicase,0
2391,2,5,0,Eco-EA,0
2847,5,2,0,Lexicase,0
3014,3,0,0,Lexicase,1
3836,1,3,0,Tournament,0
2122,6,2,0,Eco-EA,1
3397,7,2,0,Tournament,0
2645,0,1,0,Eco-EA,0
2119,6,3,0,Eco-EA,1
2895,4,4,0,Lexicase,0
3152,1,5,0,Lexicase,0
3628,3,5,0,Tournament,0
2730,7,3,0,Lexicase,0
3915,0,6,0,Tournament,0
2233,4,4,0,Eco-EA,1
2524,1,2,0,Eco-EA,0
3169,1,4,0,Lexicase,0
2128,6,2,0,Eco-EA,1
2801,6,0,0,Lexicase,1
2113,6,3,0,Eco-EA,1
3447,6,2,0,Tournament,0
2776,6,3,0,Lexicase,0
3158,1,5,0,Lexicase,0
2515,1,3,0,Eco-EA,0
3622,3,5,0,Tournament,0
2034,8,2,0,Eco-EA,1
3346,9,0,0,Tournament,0
2239,4,4,0,Eco-EA,1
3163,1,4,0,Lexicase,0
3506,5,2,0,Tournament,0
3205,1,0,0,Lexicase,0
3308,0,1,0,Lexicase,0
3208,1,0,0,Lexicase,0
3187,1,2,0,Lexicase,0
3796,1,7,0,Tournament,0
2396,2,5,0,Eco-EA,1
3305,0,1,0,Lexicase,0
2830,5,4,0,Lexicase,0
2642,0,1,0,Eco-EA,0
3831,1,3,0,Tournament,0
2125,6,2,0,Eco-EA,1
3013,3,0,0,Lexicase,1
2039,8,2,0,Eco-EA,1
2523,1,2,0,Eco-EA,0
3660,3,2,0,Tournament,0
2234,4,4,0,Eco-EA,0
3912,0,6,0,Tournament,0
3155,1,5,0,Lexicase,0
2518,1,3,0,Eco-EA,0
2892,4,4,0,Lexicase,0
2771,6,3,0,Lexicase,0
2114,6,3,0,Eco-EA,1
3357,8,2,0,Tournament,0
2806,6,0,0,Lexicase,1
3980,0,0,0,Tournament,0
3019,3,0,0,Lexicase,1
2648,0,1,0,Eco-EA,0
2529,1,2,0,Eco-EA,0
3164,1,4,0,Lexicase,0
3707,2,6,0,Tournament,0
2080,7,2,0,Eco-EA,1
3341,9,0,0,Tournament,0
2033,8,2,0,Eco-EA,1
3918,0,6,0,Tournament,0
3625,3,5,0,Tournament,0
2512,1,3,0,Eco-EA,0
2898,4,4,0,Lexicase,0
3202,1,0,0,Lexicase,0
3501,5,2,0,Tournament,0
2360,3,0,0,Eco-EA,0
2702,8,1,0,Lexicase,0
2051,8,0,0,Eco-EA,1
2095,7,0,0,Eco-EA,1
3267,0,5,0,Lexicase,0
3549,4,5,0,Tournament,0
3571,4,2,0,Tournament,0
2599,0,6,0,Eco-EA,0
2616,0,4,0,Eco-EA,0
3930,0,5,0,Tournament,0
2925,4,1,0,Lexicase,0
3946,0,3,0,Tournament,0
3864,1,0,0,Tournament,0
2958,3,6,0,Lexicase,0
2593,0,6,0,Eco-EA,0
3284,0,3,0,Lexicase,0
3857,1,1,0,Tournament,0
3671,3,0,0,Tournament,0
2952,3,6,0,Lexicase,0
3137,1,7,0,Lexicase,0
3140,1,7,0,Lexicase,0
3071,2,3,0,Lexicase,0
2541,1,0,0,Eco-EA,0
3895,0,8,0,Tournament,0
2407,2,4,0,Eco-EA,0
2708,8,1,0,Lexicase,0
2147,6,0,0,Eco-EA,1
3543,4,5,0,Tournament,0
3652,3,2,0,Tournament,0
3436,6,3,0,Tournament,0
3419,7,0,0,Tournament,0
3920,0,6,0,Tournament,0
3114,1,9,0,Lexicase,0
3340,9,1,0,Tournament,0
3337,9,1,0,Tournament,0
3692,2,7,0,Tournament,0
2453,1,9,0,Eco-EA,0
2110,6,4,0,Eco-EA,1
3500,5,3,0,Tournament,0
3494,5,3,0,Tournament,0
2468,1,8,0,Eco-EA,0
2565,0,9,0,Eco-EA,0
2975,3,4,0,Lexicase,0
2450,2,0,0,Eco-EA,0
2306,3,5,0,Eco-EA,1
2010,10,0,0,Eco-EA,1
2908,4,3,0,Lexicase,0
2459,1,9,0,Eco-EA,1
2462,1,8,0,Eco-EA,0
2834,5,3,0,Lexicase,0
3585,4,1,0,Tournament,0
2247,4,3,0,Eco-EA,1
2902,4,3,0,Lexicase,0
3471,5,5,0,Tournament,0
2996,3,2,0,Lexicase,0
3658,3,2,0,Tournament,0
2734,7,2,0,Lexicase,0
3965,0,1,0,Tournament,0
2067,7,3,0,Eco-EA,1
3413,7,0,0,Tournament,0
3847,1,2,0,Tournament,0
2520,1,3,0,Eco-EA,0
3698,2,7,0,Tournament,0
3010,3,1,0,Lexicase,0
3125,1,8,0,Lexicase,0
3724,2,4,0,Tournament,0
3191,1,1,0,Lexicase,0
3606,3,7,0,Tournament,0
3374,8,0,0,Tournament,0
2856,5,1,0,Lexicase,0
3463,6,0,0,Tournament,0
3670,3,1,0,Tournament,0
3784,1,8,0,Tournament,0
2590,0,7,0,Eco-EA,0
3280,0,4,0,Lexicase,0
2671,9,1,0,Lexicase,1
2133,6,1,0,Eco-EA,1
2014,9,1,0,Eco-EA,1
3880,0,10,0,Tournament,0
2352,3,0,0,Eco-EA,0
2535,1,1,0,Eco-EA,0
2756,7,0,0,Lexicase,1
3226,0,9,0,Lexicase,0
3522,5,0,0,Tournament,0
3143,1,6,0,Lexicase,0
2219,4,6,0,Eco-EA,1
2025,9,0,0,Eco-EA,1
2139,6,1,0,Eco-EA,1
3511,5,1,0,Tournament,0
2358,3,0,0,Eco-EA,1
3528,5,0,0,Tournament,0
3149,1,6,0,Lexicase,0
2213,4,6,0,Eco-EA,1
3570,4,3,0,Tournament,1
2287,3,7,0,Eco-EA,0
2960,3,6,0,Lexicase,0
3931,0,4,0,Tournament,0
3717,2,5,0,Tournament,0
3469,6,0,0,Tournament,0
2175,5,3,0,Eco-EA,1
2867,5,0,0,Lexicase,1
2575,0,8,0,Eco-EA,0
3041,2,6,0,Lexicase,0
2965,3,5,0,Lexicase,0
2316,3,4,0,Eco-EA,1
2440,2,1,0,Eco-EA,0
2437,2,1,0,Eco-EA,0
2918,4,2,0,Lexicase,0
2492,1,5,0,Eco-EA,0
3487,5,4,0,Tournament,0
2829,5,4,0,Lexicase,0
3762,2,0,0,Tournament,0
2557,0,10,0,Eco-EA,0
2660,0,0,0,Eco-EA,0
2812,5,5,0,Lexicase,0
3425,6,4,0,Tournament,0
3093,2,1,0,Lexicase,0
2823,5,4,0,Lexicase,0
3768,2,0,0,Tournament,0
3401,7,1,0,Tournament,0
2818,5,5,0,Lexicase,0
3977,0,0,0,Tournament,0
2986,3,3,0,Lexicase,0
2724,7,3,0,Lexicase,0
3751,2,1,0,Tournament,0
2077,7,2,0,Eco-EA,1
3099,2,1,0,Lexicase,0
2530,1,2,0,Eco-EA,0
2257,4,2,0,Eco-EA,1
2912,4,2,0,Lexicase,0
2498,1,5,0,Eco-EA,0
3597,4,0,0,Tournament,0
2342,3,1,0,Eco-EA,1
2746,7,1,0,Lexicase,0
3236,0,8,0,Lexicase,0
2720,8,0,0,Lexicase,1
2168,5,4,0,Eco-EA,1
2793,6,1,0,Lexicase,0
2153,5,5,0,Eco-EA,1
3550,4,5,0,Tournament,0
2181,5,2,0,Eco-EA,1
3929,0,5,0,Tournament,0
3614,3,6,0,Tournament,0
3214,0,10,0,Lexicase,0
3740,2,3,0,Tournament,0
3737,2,3,0,Tournament,0
3778,1,9,0,Tournament,0
3366,8,1,0,Tournament,0
3923,0,5,0,Tournament,0
2374,2,7,0,Eco-EA,0
2204,5,0,0,Eco-EA,1
3027,2,8,0,Lexicase,0
3801,1,6,0,Tournament,0
2297,3,6,0,Eco-EA,0
3772,1,9,0,Tournament,0
2348,3,1,0,Eco-EA,1
2162,5,4,0,Eco-EA,1
2685,9,0,0,Lexicase,1
2799,6,1,0,Lexicase,0
2159,5,5,0,Eco-EA,1
3382,7,3,0,Tournament,1
2699,8,2,0,Lexicase,0
2224,4,5,0,Eco-EA,1
2882,4,5,0,Lexicase,0
2820,5,5,0,Lexicase,0
2785,6,2,0,Lexicase,0
3822,1,4,0,Tournament,0
2652,0,0,0,Eco-EA,0
3003,3,1,0,Lexicase,0
2197,5,1,0,Eco-EA,1
2109,6,4,0,Eco-EA,1
3315,0,0,0,Lexicase,0
2449,2,0,0,Eco-EA,0
2009,10,0,0,Eco-EA,1
3540,4,6,0,Tournament,0
3179,1,3,0,Lexicase,0
3537,4,6,0,Tournament,0
2766,6,4,0,Lexicase,0
2103,6,4,0,Eco-EA,1
2666,10,0,0,Lexicase,1
2443,2,0,0,Eco-EA,0
2003,10,0,0,Eco-EA,1
2505,1,4,0,Eco-EA,0
3035,2,7,0,Lexicase,0
3324,10,0,0,Tournament,0
3173,1,3,0,Lexicase,0
2366,2,8,0,Eco-EA,1
2920,4,2,0,Lexicase,0
2693,8,2,0,Lexicase,0
3104,2,0,0,Lexicase,1
3388,7,3,0,Tournament,0
2888,4,5,0,Lexicase,0
3811,1,5,0,Tournament,0
3640,3,4,0,Tournament,0
3637,3,4,0,Tournament,0
3009,3,1,0,Lexicase,0
3828,1,4,0,Tournament,0
2658,0,0,0,Eco-EA,0
3057,2,5,0,Lexicase,0
2935,4,0,0,Lexicase,1
2948,3,7,0,Lexicase,0
2484,1,6,0,Eco-EA,0
2421,2,2,0,Eco-EA,0
3800,1,7,0,Tournament,0
2589,0,7,0,Eco-EA,0
2606,0,5,0,Eco-EA,0
3669,3,1,0,Tournament,0
3954,0,2,0,Tournament,0
3277,0,4,0,Lexicase,0
3877,0,10,0,Tournament,0
3563,4,3,0,Tournament,0
2712,8,0,0,Lexicase,1
2041,8,1,0,Eco-EA,1
3085,2,2,0,Lexicase,0
2085,7,1,0,Eco-EA,1
3887,0,9,0,Tournament,0
3569,4,3,0,Tournament,0
3150,1,6,0,Lexicase,0
2718,8,0,0,Lexicase,1
3551,4,4,0,Tournament,0
2942,3,7,0,Lexicase,0
3066,2,4,0,Lexicase,0
3294,0,2,0,Lexicase,0
3741,2,2,0,Tournament,0
2583,0,7,0,Eco-EA,0
3300,0,2,0,Lexicase,0
3470,6,0,0,Tournament,0
3663,3,1,0,Tournament,0
